 cbo , dit , fanIn , fanOut , lcom , noc , numberOfAttributes , numberOfAttributesInherited , numberOfLinesOfCode , numberOfMethods , numberOfMethodsInherited , numberOfPrivateAttributes , numberOfPrivateMethods , numberOfPublicAttributes , numberOfPublicMethods , rfc , wmc , bugs , 
2,1,1,1,6,0,2,0,41,4,0,2,0,0,2,8,5,0, 
15,3,1,14,120,0,7,0,191,16,21,7,7,0,7,89,24,0, 
9,3,1,8,15,0,1,1,53,6,41,0,0,0,2,26,11,0, 
37,5,6,34,1225,0,19,2,828,50,70,19,28,0,14,341,178,0, 
5,2,3,2,10,0,1,1,19,5,15,1,0,0,5,10,7,0, 
25,1,17,8,28,0,0,0,85,8,6,0,0,0,8,45,57,3, 
12,3,0,12,91,0,7,0,173,14,21,6,2,0,11,68,26,0, 
5,3,2,3,10,2,1,1,19,5,30,0,0,0,3,9,7,0, 
4,3,1,3,21,0,3,1,36,7,34,3,0,0,7,20,12,0, 
2,1,1,1,1,0,2,0,12,2,0,2,0,0,1,5,2,0, 
2,6,0,2,3,0,0,0,12,3,20,0,0,0,3,6,3,0, 
3,6,1,2,465,0,1,206,97,31,602,1,0,0,31,62,31,0, 
9,4,1,8,28,0,5,0,123,8,32,5,0,0,8,42,12,0, 
31,2,1,30,136,0,4,3,441,17,13,4,15,0,2,214,131,0, 
21,3,9,12,190,0,15,21,180,20,35,9,0,0,20,101,57,0, 
11,1,2,9,28,0,4,0,390,8,0,4,6,0,1,53,16,0, 
2,1,0,2,0,0,0,0,15,1,0,0,0,0,1,10,3,1, 
10,4,3,7,36,1,3,1,62,9,62,3,1,0,7,30,14,0, 
3,6,1,2,36,0,1,110,29,9,412,1,0,0,9,17,9,0, 
8,1,7,1,10,2,1,0,21,5,6,1,0,0,4,11,7,0, 
2,2,1,1,3,0,0,0,10,3,29,0,1,0,2,6,4,0, 
8,3,1,7,36,0,3,0,79,9,21,3,0,0,9,44,11,0, 
25,1,10,15,406,2,16,0,260,29,30,11,9,0,17,136,66,0, 
12,1,1,11,66,0,1,0,36,12,17,1,0,0,12,23,12,1, 
0,1,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0, 
9,1,1,8,3,0,3,0,27,3,0,2,1,0,2,17,5,0, 
6,4,1,5,45,0,0,0,39,10,70,0,0,0,7,19,10,0, 
3,1,2,1,1,0,0,0,45,2,6,0,0,0,2,10,11,0, 
16,3,0,16,300,0,0,1,186,25,72,0,5,0,11,82,49,0, 
3,1,1,2,6,0,1,0,26,4,0,1,0,0,4,11,9,0, 
0,2,0,0,1,0,1,2,9,2,8,1,0,0,1,4,3,0, 
0,1,0,0,136,0,2,0,59,17,6,2,0,0,17,20,17,0, 
18,2,1,17,190,0,4,0,343,20,12,4,12,0,5,199,108,0, 
3,2,2,1,3,1,0,0,10,3,11,0,0,0,2,6,3,0, 
13,3,1,12,153,0,3,0,176,18,21,3,7,0,11,84,45,0, 
14,3,1,13,253,7,2,1,440,23,41,0,13,0,1,245,102,0, 
10,2,3,7,1,1,1,3,16,2,7,0,0,0,1,11,4,0, 
7,2,1,6,28,0,5,0,67,8,8,5,0,0,6,18,14,0, 
10,1,1,9,66,0,3,0,123,12,6,3,4,0,8,39,32,0, 
4,3,3,1,3,0,1,4,9,3,44,1,0,0,3,5,3,0, 
4,1,2,2,66,0,7,0,68,12,6,1,0,0,12,22,14,0, 
3,3,1,2,6,0,1,5,16,4,14,1,0,0,3,9,5,0, 
17,1,1,16,120,0,11,0,387,16,7,6,7,0,5,187,107,0, 
5,1,0,5,21,0,0,0,82,7,6,0,5,0,2,59,20,0, 
1,1,1,0,36,0,5,0,25,9,6,1,1,0,6,19,8,0, 
3,3,1,2,6,0,0,5,19,4,14,0,0,0,3,7,6,0, 
3,2,1,2,3,0,0,5,9,3,21,0,0,0,3,5,3,0, 
9,5,1,8,171,0,2,99,147,19,137,2,0,0,17,70,40,0, 
6,3,1,5,21,0,9,0,104,7,33,9,1,0,6,65,35,0, 
9,1,1,8,78,0,5,14,137,13,0,5,5,0,8,44,33,0, 
2,1,2,0,1,0,0,0,3,2,6,0,0,0,2,2,4,0, 
2,2,1,1,45,0,8,1,95,10,4,7,1,1,9,36,20,0, 
5,1,2,3,21,1,6,0,71,7,0,5,1,0,5,35,17,0, 
1,1,1,0,10,0,4,3,18,5,10,4,0,0,5,5,5,0, 
5,5,4,1,10,0,1,4,15,5,64,1,0,0,5,10,5,0, 
1,1,0,1,10,0,3,0,57,5,0,2,0,0,5,15,17,0, 
3,1,1,2,1,0,1,0,8,2,7,1,0,0,2,4,2,0, 
15,1,12,4,15,0,0,0,69,6,6,0,2,0,4,36,23,0, 
11,1,0,11,78,0,5,0,148,13,0,5,6,0,1,64,28,0, 
5,1,5,0,1,0,1,0,7,2,0,0,0,1,2,2,2,0, 
3,4,1,2,10,0,0,0,35,5,18,0,0,0,5,12,11,0, 
17,2,3,14,45,0,6,0,102,10,28,5,6,0,2,58,16,0, 
5,1,1,4,10,0,1,0,43,5,6,1,0,0,5,22,13,0, 
8,4,1,7,21,0,3,0,81,7,32,3,0,0,7,27,11,0, 
18,4,3,15,78,0,7,0,101,13,70,7,0,0,11,55,28,0, 
13,1,9,4,15,0,1,0,156,6,6,1,0,0,6,56,37,0, 
7,3,1,6,78,0,10,1,216,13,35,10,5,0,2,95,72,0, 
6,2,3,3,55,0,2,0,43,11,6,2,0,0,11,29,12,0, 
10,1,1,9,78,0,1,0,108,13,0,0,2,1,9,74,27,0, 
1,3,0,1,3,0,1,5,23,3,14,1,0,0,2,10,6,0, 
39,1,19,20,91,0,0,0,146,14,6,0,4,0,9,99,53,0, 
2,1,2,0,3,0,3,0,27,3,0,3,1,0,2,7,6,0, 
24,2,21,3,28,0,3,15,36,8,12,3,0,0,8,13,13,0, 
8,1,5,3,3,0,0,0,29,3,6,0,0,0,3,15,9,0, 
20,1,6,14,78,0,0,0,183,13,6,0,9,0,4,104,45,1, 
20,1,4,16,253,0,10,0,347,23,6,8,21,0,2,172,93,1, 
4,1,4,0,3,0,8,0,24,3,6,0,0,0,3,9,3,0, 
5,1,3,3,10,0,0,0,51,5,0,0,2,0,3,31,19,0, 
19,1,1,18,10,0,0,0,111,5,6,0,4,0,1,61,35,0, 
6,3,2,4,21,0,3,0,26,7,34,3,0,0,7,14,9,0, 
2,1,1,1,21,0,6,0,42,7,6,3,0,0,7,18,8,0, 
30,1,1,29,136,0,8,0,304,17,0,2,14,0,2,123,50,0, 
4,1,0,4,136,0,8,0,240,17,0,8,13,0,4,96,49,0, 
4,1,4,0,21,1,6,4,26,7,12,6,0,0,7,7,8,1, 
17,1,3,14,105,2,9,0,162,15,1,3,2,0,7,94,45,1, 
3,2,1,2,6,0,0,4,31,4,15,0,0,0,1,10,7,0, 
2,1,1,1,6,0,5,0,23,4,6,2,0,0,4,11,7,0, 
23,5,1,22,171,0,10,2,251,19,72,10,8,0,7,118,62,0, 
23,5,1,22,253,0,4,2,265,23,72,4,6,0,10,154,57,0, 
8,1,5,3,120,0,18,25,283,16,0,18,13,0,1,95,36,0, 
3,4,1,2,6,3,0,7,22,4,36,0,0,0,2,9,4,0, 
2,5,1,1,3,0,1,92,10,3,88,1,0,0,3,4,3,0, 
7,1,1,6,66,0,6,0,179,12,7,3,0,0,5,49,39,0, 
13,1,2,11,3,0,1,0,31,3,0,1,1,0,1,25,6,0, 
13,4,1,12,45,0,1,3,93,10,51,0,2,0,2,42,15,2, 
9,1,1,8,55,0,5,0,60,11,30,5,0,0,11,44,15,0, 
20,2,2,18,45,0,1,0,125,10,11,1,8,0,2,80,48,0, 
20,1,0,20,91,0,13,0,188,14,6,13,10,0,4,99,66,3, 
11,3,8,3,10,3,2,6,23,5,39,1,0,0,3,14,7,0, 
5,3,1,4,6,0,3,2,26,4,25,3,0,0,4,13,9,0, 
1,9,0,1,1,0,2,4,8,2,176,2,0,0,2,4,2,0, 
4,2,1,3,6,1,5,0,21,4,8,5,0,0,4,11,5,0, 
5,1,3,2,21,2,2,0,31,7,8,2,0,0,5,11,10,0, 
14,7,6,8,153,3,5,4,92,18,120,5,0,0,16,43,24,2, 
12,2,1,11,21,0,5,0,60,7,8,5,0,0,7,30,8,0, 
20,2,16,4,36,10,2,0,33,9,11,1,0,0,9,22,11,0, 
13,4,1,12,21,0,2,3,99,7,51,1,0,0,4,60,25,0, 
3,3,1,2,3,0,0,7,13,3,14,0,0,0,2,6,3,0, 
5,3,1,4,120,0,5,4,96,16,42,5,1,0,15,71,48,0, 
33,2,23,10,496,4,7,1,162,32,21,5,0,0,23,76,63,0, 
0,1,0,0,28,2,4,0,79,8,0,2,0,0,1,23,29,0, 
3,4,1,2,21,0,1,2,36,7,35,0,1,0,3,19,12,0, 
24,3,1,23,105,0,5,0,194,15,21,5,10,0,5,115,41,1, 
8,1,1,8,66,0,5,0,183,12,6,5,1,0,2,84,49,0, 
2,1,2,2,45,0,3,0,51,10,0,2,3,0,7,20,15,2, 
13,1,11,2,6,0,5,0,24,4,6,5,2,0,2,16,7,0, 
17,2,1,16,6,0,0,0,77,4,11,0,0,0,1,43,22,0, 
44,1,15,30,820,0,28,0,739,41,1,28,29,0,7,284,139,1, 
7,2,1,6,36,0,2,0,78,9,18,1,2,0,6,41,23,0, 
7,1,1,6,10,0,1,0,33,5,6,1,0,0,5,17,7,0, 
3,1,1,2,3,0,1,0,16,3,0,1,0,0,2,9,3,0, 
7,4,0,7,120,0,0,1,69,16,73,0,0,0,8,36,19,0, 
3,5,1,2,28,0,2,13,30,8,80,0,0,0,7,14,8,0, 
8,4,1,7,15,0,1,3,50,6,51,0,0,0,3,30,10,0, 
3,1,1,2,3,0,2,0,14,3,0,2,0,0,3,8,3,0, 
51,2,41,10,2080,3,14,7,457,65,62,11,7,0,47,195,109,3, 
2,6,0,2,1,0,0,0,7,2,20,0,0,0,2,5,2,0, 
28,1,4,24,45,0,1,0,277,10,6,1,8,0,2,181,85,0, 
16,2,0,16,45,0,1,1,188,10,19,1,5,0,2,137,43,0, 
40,2,39,2,66,2,3,0,71,12,12,2,0,0,5,34,25,0, 
2,1,0,2,0,0,0,0,7,1,6,0,0,0,1,4,2,0, 
9,1,1,8,15,0,4,0,90,6,6,4,4,0,2,45,25,0, 
3,1,1,2,10,0,2,0,27,5,0,2,1,0,4,13,5,0, 
9,1,2,8,21,0,10,0,89,7,0,9,0,1,7,34,31,0, 
25,1,23,2,36,1,3,0,78,9,0,1,1,0,8,39,26,0, 
4,1,0,4,1,0,0,0,26,2,0,0,1,0,1,17,6,1, 
10,1,3,7,6,0,3,0,76,4,6,3,0,0,3,37,23,0, 
11,1,4,7,66,0,6,0,139,12,6,6,4,0,8,52,28,0, 
14,3,0,14,136,0,8,0,272,17,14,8,4,0,13,82,38,1, 
2,6,0,2,3,0,0,0,10,3,20,0,0,0,3,6,3,0, 
4,1,2,2,10,0,3,0,38,5,0,3,0,0,1,15,5,0, 
2,2,1,1,1,0,0,0,17,2,28,0,0,0,1,6,3,0, 
4,1,1,3,10,0,2,0,46,5,0,2,1,0,4,16,11,0, 
17,2,9,10,406,2,6,0,199,29,3,1,1,0,4,126,53,2, 
14,3,0,14,136,0,7,0,217,17,21,7,7,0,10,104,49,0, 
18,1,2,16,36,0,5,0,176,9,6,5,7,0,2,98,35,0, 
17,3,1,16,190,0,7,0,239,20,21,7,7,0,12,123,54,0, 
3,1,0,3,10,0,1,0,53,5,6,1,0,0,5,19,12,0, 
6,3,3,3,10,3,2,4,22,5,55,1,0,0,5,12,7,0, 
23,5,1,22,171,0,4,2,236,19,72,4,4,0,9,128,37,0, 
27,1,2,25,153,2,3,0,329,18,0,1,4,0,2,209,93,1, 
3,1,1,2,10,0,2,0,38,5,0,2,1,0,4,11,8,0, 
10,1,2,8,45,0,2,0,151,10,0,2,0,0,1,80,38,0, 
3,2,0,3,1,0,0,0,19,2,8,0,0,0,2,18,7,0, 
4,4,1,3,28,0,3,0,54,8,34,3,0,0,6,25,11,0, 
2,1,0,2,3,0,2,0,24,3,6,2,0,0,3,10,9,0, 
2,2,0,2,21,3,2,0,53,7,10,2,1,0,6,33,14,0, 
17,3,14,3,91,0,10,1,103,14,19,3,2,0,12,42,32,0, 
2,1,1,1,3,0,1,0,16,3,0,1,0,0,1,7,4,0, 
2,3,0,2,3,0,1,5,10,3,14,1,0,0,2,5,3,0, 
5,1,1,4,36,0,5,0,140,9,0,5,3,0,4,36,14,0, 
3,1,0,3,28,0,1,2,31,8,9,1,0,0,8,24,9,0, 
10,1,9,1,10,3,2,0,21,5,6,2,0,0,5,9,7,0, 
3,1,1,2,6,0,2,0,21,4,6,2,0,0,4,10,7,0, 
5,2,1,4,6,0,1,0,22,4,28,0,1,0,1,13,4,0, 
23,1,2,21,210,2,12,0,385,21,0,0,7,0,6,126,49,0, 
1,1,1,0,45,0,9,0,85,10,6,9,2,0,2,28,15,0, 
10,7,3,7,171,0,5,3,82,19,92,5,0,0,16,41,23,1, 
3,1,2,1,0,0,3,0,6,1,0,0,0,0,1,6,1,0, 
5,1,5,0,15,0,4,0,20,6,6,4,0,0,2,7,7,0, 
4,5,1,3,3,0,0,5,19,3,89,0,0,0,1,12,6,0, 
2,2,1,1,6,0,0,5,17,4,12,0,0,0,3,7,4,0, 
8,3,1,7,10,0,1,0,59,5,21,1,1,0,1,31,15,1, 
37,3,31,6,210,7,6,0,78,21,23,5,0,0,18,47,28,0, 
4,1,3,1,3,0,0,0,10,3,6,0,1,0,2,7,3,0, 
30,2,6,26,435,0,6,6,343,30,19,6,11,0,18,220,88,1, 
4,1,2,2,15,0,1,0,19,6,6,1,0,0,5,10,6,0, 
32,5,1,31,703,0,17,2,788,38,75,17,20,0,11,325,177,0, 
7,3,0,7,6,0,1,5,50,4,14,1,0,0,3,30,11,0, 
11,1,2,9,6,0,5,0,170,4,6,4,1,0,3,90,36,5, 
26,2,17,9,253,5,5,1,104,23,14,1,0,3,11,51,32,0, 
3,1,1,2,36,0,2,0,40,9,11,2,0,0,8,18,13,0, 
32,5,2,31,465,0,2,2,350,31,72,2,15,0,8,195,86,1, 
0,1,0,0,10,3,1,0,29,5,6,1,0,0,2,10,10,0, 
5,4,1,4,105,0,3,62,71,15,57,3,0,0,10,31,21,0, 
11,2,8,3,3,8,0,1,31,3,69,0,0,0,0,17,8,0, 
5,3,0,5,6,0,2,0,33,4,1,2,0,0,4,19,6,0, 
79,1,69,12,780,2,11,0,376,40,6,10,7,0,22,147,87,0, 
4,4,1,3,28,0,2,0,46,8,34,2,0,0,6,24,11,0, 
3,5,1,2,21,0,1,110,21,7,409,1,0,0,7,11,7,0, 
2,1,0,2,28,0,3,0,56,8,0,3,1,0,4,27,10,0, 
2,2,1,1,1,0,0,0,10,2,29,0,0,0,2,4,3,0, 
4,1,1,3,1,0,2,0,16,2,0,2,0,0,2,10,4,0, 
6,1,2,4,1,0,0,0,38,2,6,0,0,0,2,18,11,0, 
5,1,2,3,15,3,1,0,53,6,0,0,1,0,1,28,7,0, 
10,3,1,9,91,0,3,0,156,14,21,3,4,0,10,82,29,0, 
0,3,0,0,1,0,0,3,6,2,33,0,0,0,1,2,2,0, 
2,1,0,2,36,0,4,0,74,9,0,3,0,0,6,28,15,0, 
22,3,10,12,595,5,15,0,313,35,14,13,2,0,16,117,70,0, 
1,1,1,0,3,3,0,0,3,3,0,0,0,0,0,3,1,0, 
22,1,7,15,36,0,0,0,95,9,0,0,5,0,3,61,27,0, 
3,3,1,2,1,0,1,0,21,2,16,1,1,0,1,11,5,0, 
12,5,1,11,55,0,3,13,81,11,80,0,1,0,8,35,13,0, 
5,3,1,4,10,0,3,0,22,5,32,2,0,0,5,12,9,0, 
27,4,19,8,36,25,6,7,63,9,72,0,1,0,2,47,21,0, 
11,1,5,6,66,3,5,0,98,12,0,3,1,0,9,39,22,0, 
1,1,0,1,21,0,0,0,17,7,6,0,0,0,7,9,8,0, 
5,1,5,0,15,0,2,0,44,6,0,1,1,0,4,11,6,0, 
3,7,1,2,36,0,1,158,28,9,520,1,0,0,9,14,9,0, 
1,5,0,1,6,18,1,0,12,4,16,1,0,0,3,6,4,0, 
4,2,2,2,10,0,0,0,27,5,9,0,0,0,5,12,9,0, 
3,1,1,2,1,0,3,0,20,2,0,3,0,0,2,7,4,0, 
9,1,1,8,1,0,0,0,80,2,7,0,0,0,2,38,9,0, 
19,1,1,19,210,0,12,0,405,21,6,12,11,0,10,134,93,2, 
3,2,1,2,45,0,4,43,52,10,6,4,0,0,10,27,12,0, 
2,1,1,1,45,0,13,0,117,10,6,13,2,0,2,30,18,0, 
3,1,1,2,6,0,1,0,49,4,0,0,1,1,3,19,10,0, 
10,1,7,3,45,7,2,0,37,10,8,2,0,0,8,18,13,0, 
9,3,1,8,153,0,1,5,97,18,31,1,1,0,3,70,33,0, 
6,1,6,0,15,1,1,0,30,6,6,1,0,0,3,13,8,0, 
18,1,1,18,55,0,8,0,230,11,0,8,10,0,0,101,56,2, 
6,6,2,4,78,1,2,2,60,13,73,1,0,0,10,42,15,0, 
3,1,1,2,15,0,2,0,82,6,6,2,2,0,4,19,19,0, 
7,1,3,4,6,0,2,0,39,4,0,2,0,0,4,15,6,0, 
1,9,0,1,1,0,2,4,8,2,175,2,0,0,2,4,2,0, 
16,1,2,14,171,2,1,0,180,19,0,0,0,0,9,112,39,1, 
3,5,1,2,21,0,1,110,21,7,409,1,0,0,7,10,7,0, 
3,5,2,1,3,0,1,4,9,3,64,1,0,0,3,5,3,0, 
14,4,5,9,325,0,10,33,208,26,78,10,0,0,24,123,56,0, 
4,1,0,4,6,0,1,0,28,4,6,1,1,0,3,18,8,0, 
1,1,1,0,78,0,2,0,80,13,0,2,8,0,2,32,13,0, 
5,6,3,2,66,0,1,158,38,12,499,1,0,0,12,22,12,0, 
16,1,3,13,136,0,4,0,132,17,6,4,7,0,10,69,38,2, 
7,1,0,7,1,0,3,0,39,2,6,3,1,0,1,18,4,0, 
5,2,1,4,15,0,0,1,38,6,19,0,0,0,2,24,11,0, 
4,1,0,4,15,0,3,0,79,6,0,3,1,0,3,20,6,2, 
22,5,3,19,465,2,7,2,396,31,73,1,2,0,11,181,127,0, 
6,1,6,0,15,6,0,0,17,6,0,0,0,0,5,11,5,0, 
19,3,1,18,120,0,8,0,226,16,21,8,8,0,7,107,33,0, 
10,1,3,7,55,1,1,0,77,11,0,0,0,0,9,45,25,0, 
15,6,1,14,66,0,3,13,91,12,82,0,2,0,8,47,20,0, 
34,5,2,32,741,0,12,2,595,39,71,12,19,0,13,273,122,0, 
3,2,1,2,10,0,1,0,33,5,4,1,0,0,3,12,7,0, 
2,1,0,2,0,0,0,0,14,1,0,0,0,0,1,5,1,0, 
13,5,0,13,78,0,6,13,114,13,80,1,1,0,9,47,17,0, 
3,1,1,2,15,1,1,0,39,6,0,0,1,0,4,19,8,0, 
15,3,0,15,435,0,1,1,236,30,72,1,10,0,11,96,58,0, 
7,2,1,6,3,0,4,0,23,3,28,3,0,0,1,15,3,0, 
6,2,1,5,6,0,3,0,45,4,28,2,0,0,2,18,4,0, 
7,1,3,4,21,2,1,0,37,7,6,0,0,0,1,29,13,1, 
8,5,6,2,45,0,1,30,38,10,253,1,0,0,10,17,13,0, 
13,1,1,12,153,0,8,0,162,18,3,4,12,0,6,73,35,0, 
6,1,3,3,15,1,2,0,35,6,0,2,0,0,6,12,12,0, 
5,3,1,4,45,0,3,4,106,10,36,3,1,0,9,50,34,1, 
7,1,2,5,91,0,0,0,138,14,0,0,6,0,5,60,28,0, 
2,1,0,2,3,0,2,0,23,3,6,2,0,0,3,9,10,1, 
10,4,3,7,66,0,1,14,47,12,178,1,0,0,12,34,16,1, 
4,8,2,2,6,0,1,4,11,4,160,1,0,0,4,7,3,0, 
1,1,0,1,0,0,0,0,15,1,6,0,0,0,1,4,2,0, 
1,1,1,0,36,0,2,0,24,9,12,2,0,0,9,11,12,0, 
12,2,1,11,91,0,15,11,270,14,13,14,8,0,4,87,37,1, 
6,1,4,2,0,0,0,0,19,1,6,0,0,0,1,6,2,0, 
12,1,3,12,136,0,10,0,236,17,3,10,6,0,9,98,42,1, 
6,1,0,6,21,0,0,0,145,7,6,0,5,0,2,58,36,0, 
27,4,26,1,15,4,0,1,31,6,31,0,0,0,2,10,6,0, 
23,1,2,21,45,0,4,0,195,10,0,4,8,0,1,96,42,0, 
8,4,1,7,15,0,6,2,107,6,47,6,0,0,6,33,17,0, 
13,6,9,4,10,0,1,6,20,5,78,1,0,0,4,13,6,0, 
5,1,1,4,3,0,2,0,24,3,0,2,1,0,2,11,3,0, 
14,8,2,12,55,2,4,4,70,11,183,4,0,0,10,39,29,0, 
4,2,1,3,6,0,1,1,27,4,14,1,0,0,1,12,4,0, 
17,1,3,15,91,0,6,0,106,14,0,6,1,0,3,57,25,0, 
18,5,14,5,21,0,2,1,35,7,37,2,1,0,4,21,11,0, 
22,1,11,13,190,0,11,0,220,20,6,7,5,0,15,95,46,0, 
2,1,1,1,1,0,2,0,32,2,6,2,0,0,2,15,9,0, 
5,1,1,4,1,1,0,0,26,2,6,0,0,0,2,14,8,0, 
3,3,1,2,1,0,1,0,21,2,16,1,1,0,1,11,5,0, 
10,2,1,10,36,0,3,2,102,9,47,2,0,0,4,52,26,0, 
4,3,1,3,3,0,1,5,13,3,14,1,0,0,2,8,4,0, 
8,4,7,1,21,1,0,1,34,7,31,0,0,0,2,13,7,0, 
4,4,0,4,78,0,1,29,75,13,183,1,0,0,13,42,28,0, 
14,1,1,14,120,0,13,0,280,16,6,13,10,0,3,132,50,1, 
18,4,7,11,325,2,9,17,222,26,122,9,0,0,20,133,70,0, 
12,1,2,10,105,0,6,0,156,15,0,6,7,0,2,69,29,0, 
16,1,1,15,703,0,31,0,638,38,0,28,22,1,8,208,98,0, 
20,3,1,19,91,0,4,0,130,14,21,4,6,0,7,76,22,0, 
7,2,2,6,21,0,6,0,45,7,8,5,2,0,5,28,12,0, 
2,1,1,1,6,0,0,0,16,4,6,0,0,0,4,6,5,0, 
8,4,1,7,15,0,1,3,50,6,51,0,0,0,3,30,10,0, 
2,2,0,2,1,0,0,0,24,2,2,0,0,0,2,12,5,0, 
4,1,4,0,1,0,2,0,20,2,6,2,0,0,2,5,5,0, 
7,4,1,6,45,0,3,0,75,10,32,3,3,0,7,34,14,0, 
75,1,52,25,325,0,5,0,379,26,6,1,4,0,22,227,125,4, 
6,1,0,6,1,0,0,0,9,2,0,0,0,0,2,12,2,1, 
5,1,3,2,10,2,1,0,42,5,0,0,1,0,2,13,8,0, 
2,6,0,2,3,0,0,0,10,3,20,0,0,0,3,6,3,0, 
6,1,1,5,45,0,8,0,59,10,6,1,0,0,9,26,25,0, 
6,2,6,0,78,1,6,0,37,13,57,6,0,0,13,17,13,0, 
5,2,1,4,1,0,0,2,15,2,4,0,0,0,2,10,3,0, 
0,1,0,0,3,0,0,0,11,3,0,0,0,0,1,5,3,0, 
52,1,29,23,378,1,8,0,384,28,20,1,7,0,10,175,99,0, 
13,6,12,2,15,0,3,5,30,6,75,3,0,0,3,11,8,0, 
3,4,1,2,10,0,3,2,60,5,47,3,0,0,5,24,7,0, 
14,3,5,9,325,4,4,0,98,26,14,4,1,0,14,76,23,0, 
3,1,3,0,0,0,0,0,4,1,0,0,0,0,1,2,1,0, 
4,3,0,4,21,0,1,3,28,7,33,1,0,0,6,16,9,0, 
14,3,1,13,15,0,1,13,71,6,18,1,1,0,1,43,12,2, 
5,2,3,4,210,0,11,0,147,21,3,11,4,0,3,73,28,3, 
6,6,3,3,36,0,2,3,32,9,81,2,0,0,7,16,12,0, 
3,4,1,2,21,0,0,0,23,7,70,0,0,0,6,9,7,0, 
18,2,1,17,55,0,2,0,130,11,29,1,3,0,6,65,33,0, 
8,1,1,8,66,0,6,0,122,12,0,6,2,0,10,52,18,0, 
6,1,1,5,0,0,0,0,15,1,6,0,0,0,1,8,5,1, 
16,1,5,11,36,0,1,0,95,9,0,1,6,0,3,54,31,0, 
9,1,2,7,10,0,3,0,77,5,6,0,3,3,2,47,23,0, 
10,5,2,8,21,0,10,0,239,7,34,10,1,0,6,47,16,0, 
9,1,5,4,15,0,0,0,173,6,6,0,2,0,4,64,39,0, 
29,5,2,27,171,0,1,2,259,19,72,1,4,0,7,135,49,0, 
2,6,0,2,1,0,0,0,7,2,20,0,0,0,2,5,2,0, 
5,7,5,0,10,0,0,5,14,5,157,0,0,0,5,6,5,0, 
2,1,1,1,1,0,1,0,6,2,7,1,0,0,2,3,2,0, 
5,1,1,4,1,0,0,0,17,2,0,0,0,0,2,11,3,0, 
10,3,1,9,36,0,2,1,62,9,36,1,0,1,9,54,21,0, 
1,2,1,0,1,0,0,0,6,2,10,0,0,0,1,2,2,0, 
5,1,1,5,21,0,5,0,102,7,0,5,3,0,4,39,19,0, 
14,1,0,14,45,0,0,0,134,10,0,0,9,0,0,80,30,1, 
5,2,0,5,1,0,1,6,27,2,10,0,0,0,1,20,5,0, 
4,1,1,3,15,0,1,0,47,6,0,1,0,0,2,21,11,0, 
2,2,2,0,1,0,1,1,22,2,10,1,0,0,2,8,5,0, 
22,3,3,19,406,2,13,0,272,29,21,12,11,0,7,179,50,0, 
11,6,3,8,45,0,1,28,75,10,158,1,2,0,8,47,21,0, 
0,1,0,0,0,0,5,0,3,1,6,1,0,0,1,1,1,0, 
14,2,3,11,28,0,2,1,77,8,14,2,3,0,4,54,24,0, 
4,3,2,2,15,0,3,11,49,6,29,2,1,0,5,14,16,0, 
17,5,1,16,105,0,2,13,146,15,80,2,2,0,10,82,30,0, 
3,1,0,3,1,0,0,0,19,2,6,0,0,0,2,12,6,0, 
4,1,3,1,6,0,3,0,75,4,0,2,0,0,3,20,13,0, 
5,2,1,4,6,0,1,0,42,4,5,1,1,0,1,15,6,0, 
6,1,3,3,21,0,2,0,91,7,0,2,0,0,4,26,12,2, 
22,1,6,16,136,0,4,0,253,17,6,4,9,0,7,140,78,0, 
4,1,1,3,66,2,6,0,152,12,6,5,4,0,5,47,13,1, 
2,3,0,2,6,0,1,5,13,4,14,1,0,0,3,6,4,0, 
1,1,0,1,3,0,1,0,38,3,0,1,0,0,1,9,4,1, 
8,2,6,2,36,0,3,1,76,9,36,3,1,0,2,33,16,0, 
6,3,2,4,28,0,5,0,58,8,23,5,0,0,8,27,15,0, 
1,1,0,1,0,0,0,0,16,1,0,0,0,0,1,4,5,0, 
2,3,1,1,28,0,0,0,35,8,11,0,0,0,8,12,13,0, 
2,3,1,1,1,0,1,0,16,2,16,1,1,0,1,9,4,0, 
9,1,1,8,120,0,1,0,110,16,0,0,4,1,9,68,33,0, 
16,5,7,10,21,0,1,6,73,7,71,1,1,0,5,41,21,0, 
2,2,1,1,6,0,2,0,29,4,9,2,0,0,2,14,8,0, 
4,1,1,3,1,0,0,0,34,2,7,0,0,0,2,13,4,0, 
19,5,3,17,91,0,4,12,161,14,112,3,1,0,11,101,52,0, 
5,1,4,1,6,0,8,0,13,4,6,0,0,8,4,7,5,0, 
6,1,0,6,3,0,4,0,100,3,6,4,1,0,1,29,16,0, 
151,1,133,26,2775,2,10,0,624,75,4,9,10,0,39,315,167,0, 
7,1,1,6,36,0,4,0,108,9,6,4,3,0,6,67,24,0, 
8,2,1,7,3,0,1,0,41,3,6,1,1,0,1,24,10,0, 
1,2,1,0,10,0,0,5,25,5,12,0,0,0,4,6,7,0, 
21,5,18,3,153,6,5,1,93,18,37,5,1,0,9,48,23,0, 
19,3,1,18,91,0,3,0,142,14,21,3,6,0,7,79,19,0, 
5,1,2,3,15,0,2,0,126,6,6,0,1,0,5,17,9,0, 
1,5,1,0,1,0,0,2,5,2,55,0,0,0,1,2,2,0, 
0,3,0,0,0,0,0,2,3,1,11,0,0,0,1,1,1,0, 
