 cbo , dit , fanIn , fanOut , lcom , noc , numberOfAttributes , numberOfAttributesInherited , numberOfLinesOfCode , numberOfMethods , numberOfMethodsInherited , numberOfPrivateAttributes , numberOfPrivateMethods , numberOfPublicAttributes , numberOfPublicMethods , rfc , wmc , bugs , 
14,1,3,11,66,2,4,0,190,12,0,0,0,0,7,65,14,0, 
4,1,1,3,55,0,6,0,115,11,0,6,3,0,8,39,13,0, 
79,2,36,50,1711,4,40,0,829,59,2,24,13,0,40,381,127,12, 
3,1,3,0,0,1,0,0,0,1,9,0,0,0,1,1,0,0, 
2,1,2,0,10,19,2,0,16,5,9,0,0,0,5,6,6,0, 
7,1,2,5,6,0,2,0,99,4,0,1,0,0,4,25,5,0, 
3,1,2,1,1,0,2,0,9,2,9,2,1,0,1,3,2,1, 
2,1,1,1,3,0,0,0,21,3,0,0,0,0,3,9,2,0, 
2,1,2,0,28,7,5,0,12,8,9,1,0,0,8,8,4,0, 
0,1,0,0,6,0,0,0,38,4,9,0,0,0,4,11,4,0, 
15,1,11,5,28,0,5,0,55,8,0,2,0,0,6,26,16,0, 
9,3,1,8,3,0,3,4,31,3,43,3,0,0,3,17,5,0, 
2,2,1,1,6,0,0,0,9,4,22,0,0,0,1,5,3,0, 
2,1,1,1,10,0,2,0,26,5,0,1,0,0,5,11,10,0, 
5,2,0,5,28,0,3,0,129,8,32,3,1,0,7,86,18,0, 
7,1,4,3,21,1,7,0,169,7,0,7,0,0,1,43,13,0, 
2,1,2,0,0,0,1,0,3,1,26,1,0,0,1,1,1,0, 
15,2,1,14,210,0,9,0,227,21,12,8,2,0,19,129,46,0, 
0,3,0,0,0,0,0,8,3,1,29,0,0,0,1,1,1,0, 
0,2,0,0,0,1,1,0,3,1,26,1,0,0,1,1,1,0, 
2,1,0,2,3,0,3,0,43,3,9,2,0,0,3,12,5,0, 
1,3,1,0,0,0,0,1,3,1,28,0,0,0,1,1,1,0, 
3,2,0,3,6,0,1,0,13,4,17,0,0,0,0,8,4,0, 
6,1,1,5,28,1,8,0,54,8,0,1,0,0,2,26,17,0, 
1,3,0,1,0,0,0,1,3,1,21,0,0,0,1,3,1,0, 
1,1,0,1,10,0,3,0,34,5,0,3,1,0,2,13,8,0, 
4,2,1,3,1,0,0,0,12,2,16,0,1,0,1,7,3,0, 
2,1,2,0,3,0,0,0,4,3,11,0,0,0,3,3,2,0, 
9,3,0,9,78,0,7,0,164,13,14,7,7,0,6,64,23,0, 
229,1,223,7,10,0,1,0,39,5,9,1,3,0,2,28,11,0, 
3,2,0,3,21,0,5,0,57,7,32,5,0,0,6,23,7,0, 
1,1,1,0,6,0,2,0,13,4,0,1,0,0,4,6,4,0, 
13,4,1,12,45,0,16,25,292,10,78,16,1,0,4,93,23,0, 
3,1,1,2,325,1,9,0,109,26,19,3,0,0,24,41,32,0, 
5,2,0,5,10,0,4,8,71,5,25,4,1,0,4,33,13,0, 
5,3,1,4,6,0,3,4,40,4,43,3,0,0,3,20,8,0, 
2,2,0,2,28,0,4,0,49,8,39,4,0,0,8,17,18,0, 
4,1,1,3,6,0,1,0,68,4,9,0,0,1,4,21,9,0, 
7,2,1,6,10,0,1,0,96,5,45,0,1,1,3,53,27,0, 
1,1,1,0,6,0,6,0,29,4,0,3,1,0,1,11,8,0, 
5,1,0,5,91,0,11,1,205,14,26,11,8,0,6,49,43,0, 
9,1,8,1,21,0,1,0,20,7,9,0,1,0,6,19,7,0, 
0,2,0,0,0,0,0,0,3,1,5,0,0,0,1,1,1,1, 
17,1,15,2,78,0,6,0,77,13,9,5,0,0,13,28,24,0, 
6,2,1,5,28,0,4,0,55,8,41,4,0,0,8,22,21,0, 
2,1,0,2,6,0,1,0,21,4,9,1,0,0,4,10,5,1, 
0,1,0,0,15,0,5,0,18,6,0,1,0,0,4,10,4,0, 
15,1,5,11,21,0,5,0,71,7,9,5,0,0,6,59,21,0, 
5,1,1,4,6,0,2,0,34,4,0,2,0,0,4,18,8,0, 
0,1,0,0,0,0,7,0,3,1,0,1,0,6,1,2,1,0, 
12,2,8,4,36,4,4,1,51,9,27,1,0,0,6,21,20,0, 
9,1,2,7,21,0,1,0,64,7,0,1,2,0,5,33,12,0, 
5,1,1,4,3,0,0,0,18,3,18,0,0,0,3,7,10,0, 
3,1,0,3,21,0,2,0,71,7,0,2,2,0,4,27,9,0, 
1,1,1,0,21,0,1,0,47,7,0,1,0,0,7,12,15,0, 
3,3,1,2,1,0,1,7,6,2,39,1,0,0,2,4,2,0, 
16,1,2,14,105,0,3,0,173,15,9,3,3,0,10,103,30,0, 
1,3,0,1,0,0,0,0,3,1,14,0,0,0,0,2,1,0, 
0,1,0,0,0,0,0,0,3,1,10,0,0,0,1,1,1,0, 
3,2,3,0,0,0,1,0,3,1,23,1,0,0,1,1,1,0, 
7,2,5,2,6,0,2,0,15,4,15,2,0,0,4,8,5,0, 
4,1,1,3,10,0,13,0,34,5,9,3,4,0,1,18,8,1, 
7,2,1,6,10,0,2,0,42,5,32,2,0,0,4,27,6,0, 
3,1,2,1,1,0,1,0,20,2,0,1,0,0,1,8,4,0, 
0,1,0,0,0,0,3,0,0,0,9,0,0,3,0,0,0,0, 
1,1,1,0,0,2,0,0,0,1,9,0,0,0,1,1,0,0, 
18,2,7,11,78,3,0,1,140,13,10,0,4,0,7,66,35,1, 
0,1,0,0,0,0,116,0,3,1,0,1,0,115,1,2,1,1, 
53,1,46,7,36,0,81,0,121,9,9,9,3,0,6,54,26,2, 
0,1,0,0,1,0,5,0,95,2,9,5,1,0,1,8,7,0, 
25,1,7,18,1176,6,23,0,569,49,27,15,13,0,19,293,116,0, 
53,1,29,26,105,0,1,0,253,15,9,0,4,0,11,132,57,0, 
13,1,0,13,210,0,19,0,316,21,0,16,12,0,9,94,37,0, 
8,1,1,8,105,0,6,0,164,15,9,5,2,0,13,85,32,0, 
1,1,0,1,3,0,2,0,18,3,0,0,1,0,2,11,4,0, 
6,1,0,6,21,0,1,0,184,7,9,1,0,0,7,97,32,0, 
80,2,75,5,153,6,3,0,87,18,33,3,1,0,17,47,26,0, 
1,1,0,1,21,0,3,0,46,7,0,2,1,0,6,19,14,0, 
1,1,1,0,28,17,0,0,16,8,9,0,0,0,8,8,8,0, 
2,1,1,1,1,0,2,0,15,2,0,1,0,0,2,6,3,0, 
0,1,0,0,1,0,2,0,7,2,9,0,0,2,2,2,2,0, 
4,1,3,1,10,1,1,0,24,5,9,0,0,0,3,14,5,0, 
6,1,2,4,21,3,6,0,47,7,0,3,0,0,6,25,11,0, 
1,2,0,1,21,0,3,0,40,7,25,3,0,0,7,12,12,0, 
2,1,0,2,0,0,2,0,85,1,9,0,0,0,1,11,3,0, 
1,3,0,1,0,0,0,1,3,1,21,0,0,0,1,3,1,0, 
6,3,2,5,6,0,14,13,12,4,75,13,0,1,4,25,3,0, 
8,1,0,8,10,0,2,0,77,5,0,2,0,0,3,42,9,2, 
4,1,0,4,6,0,8,0,106,4,0,4,1,0,2,34,29,0, 
2,1,0,2,6,0,0,0,105,4,0,0,3,0,1,32,18,0, 
7,1,2,5,3,0,1,0,22,3,0,0,0,0,3,13,5,0, 
11,1,6,5,153,0,7,0,77,18,18,7,0,0,17,39,18,0, 
7,1,2,5,3,0,3,0,16,3,0,3,0,0,3,13,3,0, 
1,1,1,0,6,0,3,0,28,4,0,2,1,0,1,11,8,0, 
1,1,1,0,1,0,0,0,3,2,0,0,0,0,2,2,2,0, 
17,1,2,16,55,0,41,0,293,11,9,2,9,0,2,146,41,1, 
11,1,2,9,10,0,3,0,55,5,0,3,0,0,5,27,11,0, 
30,1,19,12,861,0,17,0,462,42,18,17,2,0,40,292,120,2, 
4,3,0,4,3,0,0,4,10,3,23,0,0,0,3,7,4,0, 
152,1,114,42,903,0,1,0,672,43,9,0,4,0,39,299,140,1, 
1,1,1,0,1,0,1,0,11,2,0,0,0,0,2,4,2,0, 
9,1,0,9,28,0,3,0,96,8,0,3,1,0,7,51,21,0, 
12,1,4,8,78,0,38,0,448,13,9,26,9,5,4,73,31,0, 
0,1,0,0,0,0,11,0,3,1,0,1,0,10,1,2,1,0, 
3,2,2,1,6,0,2,0,13,4,22,2,0,0,1,5,4,0, 
3,1,1,2,3,0,3,0,16,3,0,1,1,0,2,10,5,0, 
0,1,0,0,0,0,62,0,3,1,0,1,0,61,1,2,1,2, 
3,1,1,2,21,0,1,0,22,7,19,1,0,0,7,10,7,0, 
6,1,2,5,15,0,5,0,72,6,9,5,2,0,4,32,14,1, 
7,1,1,6,6,0,4,0,116,4,0,4,0,0,3,25,13,0, 
7,1,1,6,45,0,1,0,54,10,9,1,0,0,10,28,15,0, 
3,1,2,1,6,0,3,0,13,4,18,3,0,0,4,5,5,0, 
64,1,35,31,1830,0,40,0,989,61,27,18,7,0,50,530,173,2, 
3,2,1,2,45,1,3,0,53,10,2,3,0,0,10,26,13,0, 
9,3,1,8,3,0,3,4,35,3,43,3,0,0,3,18,5,0, 
3,1,1,3,1,0,4,0,32,2,9,1,1,0,1,14,4,1, 
0,1,0,0,0,0,2,0,3,1,0,1,0,1,1,2,1,0, 
7,1,7,0,45,2,4,0,14,10,0,0,0,0,8,13,4,0, 
8,1,1,7,21,0,1,0,46,7,9,0,0,0,7,24,10,0, 
3,1,2,1,36,0,1,0,27,9,0,1,0,0,7,15,10,0, 
16,2,0,16,55,0,3,0,101,11,31,3,1,0,10,44,23,2, 
28,3,6,24,21,0,1,6,74,7,57,1,0,0,2,35,7,1, 
1,2,1,0,0,0,1,0,3,1,26,1,0,0,1,1,1,0, 
14,2,10,4,561,0,17,0,171,34,37,17,0,0,34,76,66,0, 
2,1,1,1,21,0,2,0,54,7,9,2,4,0,3,18,28,0, 
4,2,1,3,45,1,8,0,78,10,35,6,0,0,4,28,24,0, 
2,1,0,2,0,0,0,0,5,1,0,0,0,0,1,5,1,0, 
5,1,0,5,45,0,5,0,65,10,18,5,0,0,10,27,28,0, 
4,1,2,2,36,0,2,0,52,9,0,2,0,0,9,21,13,0, 
13,1,5,8,55,0,7,0,89,11,9,7,0,0,11,39,26,0, 
4,1,2,2,1,5,0,0,26,2,9,0,0,0,2,10,6,0, 
10,1,0,10,36,0,7,0,104,9,9,2,2,1,7,48,19,0, 
44,2,18,29,946,0,11,0,452,44,36,9,1,0,41,219,124,1, 
0,1,0,0,0,0,0,0,6,1,9,0,0,0,1,1,2,0, 
11,1,2,9,45,0,4,0,65,10,9,4,1,0,9,32,15,0, 
1,1,1,0,1,0,1,0,6,2,9,1,0,0,2,2,2,0, 
13,1,6,7,6,0,2,0,45,4,0,1,0,0,4,28,10,0, 
1,2,0,1,3,0,1,1,9,3,15,1,0,0,0,4,3,0, 
0,1,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0, 
3,1,0,3,0,0,0,0,60,1,9,0,0,0,1,14,3,0, 
0,1,0,0,1,1,0,0,4,2,0,0,0,0,1,2,2,0, 
10,2,3,7,990,0,1,6,164,45,59,1,0,0,45,67,45,0, 
3,1,3,0,21,0,3,0,20,7,9,3,0,0,7,7,7,0, 
7,1,1,6,10,0,2,0,45,5,0,2,1,0,4,25,7,0, 
13,2,0,13,15,0,8,1,201,6,19,8,3,0,2,53,24,1, 
13,1,12,1,325,0,11,0,114,26,9,10,0,0,25,51,39,0, 
3,1,1,2,21,0,1,0,30,7,9,1,0,0,7,18,8,0, 
15,1,1,14,66,0,6,0,252,12,9,6,7,0,5,158,61,1, 
13,1,4,10,10,0,3,0,49,5,0,2,0,0,5,26,13,0, 
7,1,7,0,10,0,4,0,14,5,18,3,0,0,5,5,5,0, 
8,1,1,7,10,0,3,0,83,5,9,3,3,0,2,62,9,0, 
2,1,1,1,21,1,0,0,33,7,9,0,0,0,6,14,7,0, 
15,1,3,12,10,1,4,0,85,5,9,4,1,0,4,47,13,1, 
5,1,1,4,6,0,2,0,41,4,0,2,0,0,4,12,4,4, 
0,1,0,0,0,1,1,0,3,1,9,0,0,0,1,1,1,0, 
3,1,0,3,3,0,5,0,47,3,9,0,2,5,1,21,10,0, 
3,1,0,3,28,0,8,0,149,8,0,8,5,0,2,38,13,0, 
11,1,3,9,28,0,2,0,50,8,9,2,0,0,8,32,10,0, 
8,1,1,7,15,0,4,0,111,6,0,3,2,0,3,47,13,0, 
2,2,2,0,0,0,1,0,2,1,26,1,0,0,1,1,1,0, 
19,2,1,18,91,0,11,0,167,14,3,11,9,0,5,103,28,0, 
1,2,1,0,1,0,0,0,3,2,18,0,0,0,1,3,1,0, 
5,1,5,0,6,0,2,0,14,4,18,2,0,0,3,5,4,0, 
15,1,0,15,300,0,51,0,510,25,16,51,9,0,16,211,106,0, 
6,2,1,5,1,0,1,0,16,2,11,1,0,0,2,11,5,0, 
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
5,2,2,3,36,0,0,0,55,9,17,0,2,0,7,30,15,0, 
23,1,15,8,105,0,5,0,110,15,9,4,6,1,4,64,31,0, 
4,2,4,0,55,0,5,0,30,11,20,5,0,0,11,11,10,0, 
8,1,3,5,3,0,1,0,28,3,9,1,0,0,3,18,8,0, 
4,1,4,0,1,0,0,0,19,2,9,0,0,0,2,7,4,2, 
12,2,4,8,28,0,2,3,40,8,8,2,2,0,6,33,8,0, 
2,1,0,2,3,0,0,0,14,3,0,0,0,0,2,11,4,0, 
9,2,1,8,3,0,3,1,112,3,14,3,1,0,1,40,27,1, 
10,1,1,9,3,0,3,0,45,3,9,1,0,0,3,31,10,0, 
14,1,1,14,10,0,1,0,125,5,9,1,0,0,5,49,10,0, 
12,1,6,6,3,0,9,0,75,3,9,5,1,0,2,28,19,0, 
4,2,0,4,78,2,12,8,147,13,63,1,0,10,3,37,42,0, 
4,2,2,3,3,0,1,0,17,3,75,1,0,0,3,9,5,0, 
43,1,23,24,1128,0,26,1,551,48,19,12,5,11,25,284,115,0, 
11,3,1,10,6,0,4,4,40,4,43,3,0,0,4,24,11,0, 
4,1,2,2,55,0,6,0,69,11,18,6,1,0,10,27,15,0, 
6,1,3,3,55,0,3,0,161,11,10,3,2,0,6,43,26,0, 
2,1,0,2,0,0,0,0,14,1,0,0,0,0,0,8,1,0, 
3,1,1,2,3,0,3,0,39,3,0,3,0,0,2,9,3,0, 
4,1,0,4,3,0,0,0,38,3,9,0,0,0,3,10,4,0, 
10,1,7,3,36,0,3,0,47,9,9,3,1,0,8,19,14,0, 
13,2,4,9,3,0,1,0,50,3,6,1,0,0,3,22,3,0, 
36,2,1,35,231,0,2,21,553,22,55,2,8,0,14,347,126,0, 
5,1,2,3,3,0,1,0,28,3,0,0,1,0,2,14,9,0, 
8,2,2,6,28,0,2,0,105,8,32,2,1,0,6,42,12,2, 
0,1,0,0,0,0,2,0,2,1,0,1,1,1,0,1,1,0, 
1,1,1,0,3,2,0,0,0,3,9,0,0,0,3,3,0,0, 
3,1,0,3,1,0,0,0,53,2,9,0,0,0,2,14,4,0, 
17,2,0,17,136,0,3,0,131,17,31,3,2,0,15,73,38,0, 
6,1,1,5,66,0,6,0,76,12,18,6,0,0,12,33,35,0, 
3,1,1,3,15,0,2,0,98,6,9,2,1,0,5,17,14,0, 
6,2,2,4,3,1,1,0,25,3,15,0,0,0,3,14,7,0, 
13,2,8,5,496,0,16,0,168,32,37,16,0,0,32,77,71,0, 
7,1,3,4,55,1,3,0,103,11,14,0,1,0,10,54,21,0, 
1,1,1,0,6,0,0,0,9,4,27,0,0,0,4,4,3,0, 
4,1,1,3,21,0,1,0,61,7,9,1,1,0,6,17,13,0, 
1,1,0,1,1,0,0,0,9,2,0,0,0,0,2,6,2,0, 
43,1,21,23,351,0,11,0,415,27,14,11,9,0,17,167,66,0, 
21,1,3,18,36,0,2,0,263,9,0,2,5,0,4,71,29,2, 
2,1,0,2,36,0,2,0,41,9,0,2,1,0,8,18,11,0, 
10,1,5,5,78,0,2,0,116,13,9,1,2,0,11,48,21,0, 
11,1,10,2,153,0,5,0,193,18,9,4,8,1,10,111,53,0, 
5,1,5,0,66,0,6,0,33,12,18,6,0,0,12,12,11,0, 
1,1,1,0,0,0,2,0,8,1,0,0,0,0,1,5,1,0, 
2,2,1,1,6,0,1,0,9,4,22,1,0,0,1,5,3,0, 
0,1,0,0,0,0,11,0,3,1,0,1,0,10,1,2,1,1, 
10,2,4,7,105,0,5,0,65,15,17,5,0,0,14,32,20,0, 
8,1,1,8,1,0,1,0,32,2,0,1,0,0,2,19,7,0, 
3,1,0,3,15,0,3,0,81,6,0,2,0,0,6,22,9,0, 
29,1,28,2,231,7,2,0,57,22,9,2,0,0,22,26,19,0, 
9,3,2,7,78,0,7,2,221,13,45,7,5,0,2,91,70,0, 
8,1,7,1,1,1,0,0,3,2,9,0,0,0,2,3,1,0, 
6,2,0,6,66,0,25,0,193,12,2,25,2,0,10,39,23,0, 
7,1,5,2,45,0,3,0,39,10,9,3,0,0,10,13,12,0, 
1,2,1,0,0,0,1,0,2,1,26,1,0,0,1,1,1,0, 
5,1,1,4,21,0,2,0,23,7,14,2,0,0,7,15,7,0, 
7,1,0,7,1,0,5,0,64,2,45,4,1,0,0,28,4,0, 
2,1,2,0,1,0,0,0,6,2,0,0,0,0,2,3,2,0, 
17,4,16,1,6,0,1,0,20,4,51,1,0,0,4,5,6,0, 
10,1,4,7,45,0,8,0,70,10,9,8,1,0,9,39,16,0, 
2,2,1,1,6,0,1,0,9,4,22,1,0,0,1,5,3,0, 
4,1,0,4,6,2,1,0,59,4,0,0,0,0,3,18,11,2, 
0,1,0,0,15,0,7,0,64,6,0,7,0,0,4,12,9,0, 
32,3,2,30,253,0,55,0,1346,23,14,30,12,25,8,475,159,1, 
14,1,5,9,10,0,2,0,53,5,9,1,2,0,3,27,11,0, 
42,1,8,37,946,0,4,0,681,44,9,3,2,0,40,309,106,2, 
7,1,0,7,15,0,2,0,54,6,0,2,1,0,5,28,14,1, 
5,2,2,3,36,0,2,8,87,9,63,2,1,0,2,39,13,0, 
3,2,1,2,1,0,1,0,4,2,16,0,0,0,1,5,1,0, 
2,1,2,0,15,1,1,0,16,6,9,1,0,0,6,6,4,0, 
0,1,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0, 
8,1,1,7,3,0,0,0,24,3,0,0,0,0,3,18,5,0, 
0,2,0,0,0,0,1,0,3,1,26,1,0,0,1,1,1,0, 
5,2,2,3,1,0,1,0,10,2,7,1,0,0,1,7,3,0, 
7,2,1,6,10,0,1,0,102,5,45,0,1,1,3,68,26,0, 
14,2,1,13,10,0,2,0,60,5,4,2,1,0,4,32,12,0, 
7,3,1,6,780,0,4,0,139,40,58,3,0,1,40,98,40,0, 
2,2,2,0,3,0,1,0,6,3,20,1,0,0,3,3,2,0, 
2,1,1,1,1,0,0,0,62,2,9,0,0,0,2,10,9,0, 
2,2,0,2,0,0,0,0,20,1,11,0,0,0,1,4,5,0, 
7,1,2,5,3,0,0,0,132,3,0,0,1,0,2,22,31,0, 
0,1,0,0,0,0,10,0,3,1,0,1,0,9,1,2,1,0, 
9,1,5,4,190,0,10,0,246,20,0,10,9,0,11,59,25,0, 
7,1,4,3,6,0,6,0,57,4,9,1,0,0,4,28,10,1, 
9,1,8,1,91,0,11,0,51,14,18,6,0,0,14,16,16,0, 
6,2,1,5,10,0,1,0,29,5,19,1,0,0,4,21,9,0, 
12,1,0,12,55,0,4,0,126,11,9,4,4,0,7,67,29,0, 
1,1,1,0,0,0,0,0,0,1,9,0,0,0,1,1,0,0, 
2,1,2,0,10,5,3,0,16,5,18,3,0,0,5,5,5,0, 
88,1,86,2,153,8,1,0,12,18,9,0,0,0,18,23,4,1, 
7,1,3,5,15,0,2,0,39,6,9,2,1,0,5,25,10,0, 
11,3,1,10,28,0,5,4,110,8,43,4,4,0,4,63,29,0, 
2,3,1,1,3,0,0,0,15,3,9,0,0,0,2,7,4,0, 
12,3,2,11,36,1,4,16,166,9,48,2,3,0,2,74,22,1, 
2,2,1,2,6,0,2,9,14,4,30,2,0,0,4,11,5,0, 
14,1,4,10,1,4,3,0,85,2,9,2,0,0,1,20,3,1, 
6,1,6,0,210,0,10,0,68,21,22,10,0,0,21,24,23,0, 
13,2,0,13,28,0,0,0,90,8,16,0,0,0,8,50,22,0, 
9,1,0,9,1,0,0,0,47,2,0,0,0,0,2,30,6,0, 
16,1,1,15,3,0,4,0,96,3,0,4,0,0,2,37,4,0, 
12,1,1,11,120,0,8,0,136,16,12,6,5,0,10,60,29,0, 
26,1,5,23,231,0,7,0,212,22,0,6,10,0,11,117,36,0, 
4,1,2,4,45,0,6,0,91,10,0,5,2,1,3,29,12,0, 
3,2,2,1,6,0,2,0,27,4,10,2,0,0,4,6,7,0, 
5,1,3,2,15,0,4,0,56,6,9,4,0,0,6,24,16,0, 
10,4,3,7,45,0,4,25,96,10,78,4,0,0,5,48,19,1, 
5,1,4,1,105,0,6,0,55,15,9,6,0,0,15,23,17,0, 
5,2,2,3,28,0,4,0,97,8,32,4,1,0,6,54,20,1, 
11,3,1,10,36,0,6,4,190,9,43,4,5,0,4,82,50,0, 
5,1,1,4,1,0,4,0,39,2,9,4,0,0,2,23,3,1, 
4,1,1,4,1,0,2,0,15,2,9,2,0,0,2,11,3,0, 
10,2,1,9,3,0,1,0,84,3,7,1,0,0,2,36,3,1, 
12,1,1,11,10,0,2,0,162,5,9,2,3,0,2,82,44,0, 
4,1,1,3,378,0,14,0,156,28,18,14,0,0,28,76,84,0, 
4,1,3,1,3,0,0,0,12,3,0,0,0,0,3,6,4,0, 
20,1,0,20,105,0,14,0,405,15,0,13,9,0,6,151,72,1, 
7,1,1,6,45,0,1,0,104,10,0,1,0,0,10,31,14,0, 
6,1,2,4,36,0,8,0,173,9,0,8,3,0,5,58,13,0, 
6,1,0,6,10,0,2,0,111,5,0,2,1,0,4,32,13,0, 
9,1,8,1,66,0,5,0,45,12,18,5,0,0,12,14,14,0, 
6,1,3,3,6,0,1,0,15,4,9,1,0,0,3,10,4,0, 
12,4,1,11,10,0,7,4,72,5,45,7,0,0,4,34,17,0, 
27,3,5,23,595,0,75,0,1448,35,14,50,15,1,16,415,165,2, 
0,1,0,0,6,0,0,0,12,4,9,0,0,0,4,4,4,0, 
8,1,2,6,3,0,1,0,54,3,0,0,1,0,2,17,8,1, 
2,1,0,2,0,0,0,0,14,1,0,0,0,0,0,8,1,0, 
22,1,0,22,105,0,45,0,328,15,9,32,10,7,3,109,31,0, 
4,1,1,3,10,0,3,0,39,5,11,3,0,0,4,18,8,0, 
3,1,0,3,0,0,0,0,8,1,9,0,0,0,1,7,1,0, 
2,4,1,1,6,0,2,8,27,4,47,0,0,0,2,7,8,0, 
21,1,11,10,28,2,1,0,83,8,0,1,1,0,5,31,25,0, 
9,1,2,7,6,0,2,0,78,4,9,0,1,0,3,47,20,0, 
3,1,2,1,1,0,2,0,9,2,9,2,1,0,1,3,2,0, 
12,1,7,5,66,0,9,0,114,12,0,5,1,0,11,44,19,0, 
4,1,0,4,6,0,4,0,50,4,0,4,0,0,2,18,10,0, 
16,3,1,15,66,5,4,6,226,12,38,2,3,0,4,96,57,0, 
3,2,0,3,5886,0,5,0,7509,109,106,4,10,1,98,1266,727,0, 
49,1,44,5,171,1,10,0,140,19,9,9,0,0,19,54,59,0, 
3,1,2,2,10,0,3,0,44,5,0,3,0,0,3,22,11,0, 
11,1,0,11,36,0,12,0,220,9,0,10,4,2,4,64,23,1, 
6,1,3,3,28,0,5,0,38,8,9,3,0,0,8,18,11,0, 
9,1,1,8,28,0,6,0,58,8,0,6,1,0,7,36,18,1, 
10,1,1,9,36,0,1,0,135,9,0,1,7,0,2,35,55,0, 
6,2,4,2,45,0,5,0,63,10,37,5,0,0,10,23,25,0, 
4,2,3,1,1,0,0,0,3,2,11,0,0,0,2,3,1,0, 
0,1,0,0,3,0,3,0,9,3,9,3,0,0,3,3,3,0, 
30,3,3,27,28,0,3,6,96,8,57,3,1,0,3,58,20,0, 
1,1,1,0,1,0,1,0,6,2,10,1,0,0,2,2,2,0, 
3,1,3,0,3,0,2,0,10,3,9,2,0,0,2,3,3,0, 
2,1,1,1,10,0,3,0,26,5,0,3,1,0,4,11,6,0, 
1,1,0,1,0,0,0,0,38,1,9,0,0,0,1,10,3,0, 
2,1,1,1,3,0,1,0,25,3,0,1,0,0,3,8,5,0, 
2,1,2,0,0,0,11,0,0,1,18,1,0,10,1,1,0,0, 
2,2,0,2,10,0,0,4,15,5,17,0,0,0,5,7,5,0, 
10,2,1,9,15,0,7,1,124,6,19,7,3,0,3,43,10,2, 
0,1,0,0,1,0,2,0,10,2,25,2,0,0,2,5,3,0, 
14,4,14,0,6,0,1,2,14,4,170,1,0,0,4,4,4,0, 
16,3,2,14,78,0,5,6,230,13,38,0,2,0,6,74,35,0, 
2,1,2,0,15,0,1,0,24,6,0,1,0,0,5,11,6,0, 
1,1,0,1,6,0,3,0,22,4,0,3,0,0,4,9,8,0, 
45,1,33,16,378,0,17,0,226,28,0,16,8,0,20,125,46,0, 
9,1,2,7,55,0,2,0,90,11,9,2,1,0,9,34,20,0, 
1,4,0,1,15,0,3,0,38,6,71,3,0,0,6,10,11,0, 
2,3,0,2,15,0,0,8,61,6,28,0,0,0,2,23,15,0, 
3,1,3,0,55,0,6,0,105,11,0,6,5,0,6,34,17,0, 
1,1,0,1,6,0,1,0,12,4,12,1,0,0,4,7,4,0, 
42,1,41,2,120,0,1,0,75,16,9,1,0,0,15,40,20,0, 
20,2,13,9,210,3,10,0,67,21,17,4,0,0,16,45,18,0, 
1,2,1,0,6,0,0,0,8,4,12,0,0,0,4,4,3,0, 
11,2,8,3,120,5,4,2,60,16,41,0,0,0,2,34,16,0, 
5,1,1,4,0,0,0,0,8,1,0,0,0,0,1,16,1,0, 
7,4,1,6,36,0,3,18,172,9,54,3,3,0,5,52,23,0, 
2,2,0,2,1,0,0,8,12,2,25,0,0,0,2,7,3,0, 
9,1,8,1,28,3,4,0,47,8,18,4,0,0,8,15,18,0, 
1,1,0,1,1,1,0,0,13,2,0,0,0,0,0,7,2,0, 
2,1,1,1,10,0,4,0,48,5,0,4,1,0,4,14,5,0, 
29,1,24,6,153,0,4,0,88,18,9,4,1,0,17,36,29,0, 
5,1,3,2,28,0,5,0,37,8,9,5,0,0,8,14,10,0, 
3,1,3,0,3,0,2,0,12,3,18,2,0,0,2,4,3,0, 
42,1,19,25,496,0,14,0,389,32,9,14,10,0,21,196,88,0, 
6,2,4,2,120,0,8,0,96,16,37,8,0,0,16,41,46,0, 
16,1,5,11,105,0,8,0,260,15,0,8,3,0,12,140,51,0, 
15,2,1,14,561,0,8,1,309,34,27,8,4,0,30,159,66,0, 
2,1,1,2,3,0,3,0,17,3,0,1,0,0,3,11,3,0, 
0,2,0,0,28,4,0,0,20,8,16,0,0,0,5,11,8,0, 
8,3,1,7,6,0,6,4,44,4,43,5,0,0,4,20,13,0, 
2,1,0,2,10,0,0,0,21,5,9,0,0,0,5,8,7,0, 
7,1,3,4,3,0,1,0,32,3,9,1,1,0,2,14,5,1, 
2,1,0,2,28,0,2,0,46,8,14,0,0,2,8,26,12,0, 
14,1,8,6,15,0,5,0,50,6,0,2,0,0,6,24,11,0, 
2,4,1,1,1,0,1,3,7,2,75,0,0,1,2,3,2,0, 
0,1,0,0,0,0,10,0,0,0,9,0,0,0,0,0,0,0, 
1,2,0,1,1,0,0,1,9,2,11,0,0,0,2,5,2,0, 
29,1,28,2,28,0,2,0,47,8,9,2,1,0,7,21,12,0, 
1,4,1,0,6,0,2,8,12,4,47,0,0,0,2,4,4,0, 
10,4,1,9,36,0,14,25,198,9,78,11,2,0,3,73,28,0, 
3,1,0,3,10,0,7,0,103,5,0,6,0,0,5,89,38,0, 
10,2,7,3,561,0,20,2,162,34,18,15,0,0,34,54,45,0, 
